Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
skoda,Skoda Octavia,braun,04/2019,2019,28490,135,184,Automatik,Diesel,,0 g/km,47100.0,Combi 2.0 TDI 4x4 DSG Scout
mercedes-benz,Mercedes-Benz E 300,schwarz,09/2010,2010,14350,150,204,Automatik,Diesel,"7,3 l/100 km",192 g/km,197434.0,CDI T AMG Comand/Bi-Xe/S-Dach/Memory/Leder
renault,Renault Clio,,06/2013,2013,6000,54,73,Schaltgetriebe,Benzin,"5,5 l/100 km",- (g/km),137000.0,1.2 16V
volkswagen,Volkswagen T-Roc,schwarz,01/2023,2023,31480,110,150,Automatik,Benzin,"6,1 l/100 km","139,1 g/km",6100.0,"STYLE 1.5TSI DSG AHK+KAMERA+ACC+LED+NAVI+APP+17""A"
skoda,Skoda Superb,rot,06/2019,2019,27899,110,150,Automatik,Diesel,"5,6 l/100 km",146 g/km,49300.0,2.0 TDI SportLine NAVI ACC AHK Xenon PDC
audi,Audi Q3,schwarz,01/2013,2013,15250,103,140,Schaltgetriebe,Diesel,"5,2 l/100 km",138 g/km,124000.0,2.0 TDI S-Line Sportpaket Navi/Xenon/AHK/Klim
volkswagen,Volkswagen Passat,grau,09/2009,2009,4700,110,150,Schaltgetriebe,Autogas (CNG),"6,9 kg/100 km",166 g/km,112300.0,Var.1.4 TSI EcoFuel Sportline-Klimaa.-SHZ
ford,Ford EcoSport,weiß,04/2021,2021,21490,92,125,Schaltgetriebe,Benzin,5 l/100 km,114 g/km,24500.0,Active*Winterp.*Fahrerassp.*LED*AHK*
opel,Opel Combo,weiß,10/2009,2009,3600,55,75,Schaltgetriebe,Diesel,"5,1 l/100 km",134 g/km,203000.0,1.3 CDTI
skoda,Skoda Superb,gold,09/2021,2021,39370,147,200,Automatik,Diesel,5 l/100 km,132 g/km,56950.0,Combi SportLine 2.0 TDI 4x4 AHK/Nav/Pano/Assist/AC
volkswagen,Volkswagen Golf GTI,weiß,02/2017,2017,18150,169,230,Schaltgetriebe,Benzin,"6,4 l/100 km",148 g/km,108200.0,Clubsport S 95 / 400
seat,SEAT Arona,grau,10/2022,2022,25530,81,110,Automatik,Benzin,"4,9 l/100 km",113 g/km,8550.0,1.0 TSI FR *NAVI/AHK/VOLL-LED*
porsche,Porsche Macan,schwarz,07/2016,2016,44999,294,400,Automatik,Benzin,,255 g/km,44000.0,Turbo Panorama Standh.360Cam
bmw,BMW 530,schwarz,06/2017,2017,29990,195,265,Automatik,Diesel,"5,3 l/100 km",139 g/km,59500.0,d xDrive Touring*2. Hand* Top-Zustand*
volkswagen,Volkswagen T6 Transporter,,02/2016,2016,12900,110,150,Schaltgetriebe,Diesel,"6,4 l/100 km",170 g/km,105000.0,TDI 4M STH LED AHK RFK
hyundai,Hyundai i40,silber,09/2013,2013,10500,100,136,Schaltgetriebe,Diesel,"4,7 l/100 km",124 g/km,109000.0,i40cw 1.7 CRDi Style
mercedes-benz,Mercedes-Benz A 250,blau,05/2022,2022,38885,165,224,Automatik,Benzin,"7,5 l/100 km",171 g/km,3900.0,"4M AMG+NIGHT+19""+PANO+AHK+MULTIBEAM+SOUND"
audi,Audi A4,schwarz,10/2014,2014,15900,180,245,Automatik,Diesel,"5,9 l/100 km",- (g/km),175000.0,A4 Avant 3.0 TDI DPF quattro S tronic Ambition
audi,Audi A4,grau,05/2015,2015,19988,140,190,Automatik,Diesel,"5,1 l/100 km",135 g/km,81000.0,Avant 2.0 TDI 190 S-Tronic Quattro Nav PDC
kia,Kia Niro,weiß,07/2019,2019,19980,77,105,Automatik,Hybrid,,0 g/km,79776.0,"1.6 GDI PHEV 2WD Aut. Spirit Geschlossen, 5-türig,"
mini,MINI Cooper Clubman,schwarz,10/2018,2018,20990,75,102,Automatik,Benzin,"5,1 l/100 km",121 g/km,32512.0,NAVI~PANO~AUTOMATIK~LEDER~XENON~ALU~STH~PDC Automa
volkswagen,Volkswagen Golf,schwarz,07/2011,2011,7500,90,122,Schaltgetriebe,Benzin,"6,2 l/100 km",- (g/km),100500.0,Golf 1.4 TSI Comfortline
ford,Ford Ranger,weiß,06/2023,2023,44390,151,205,Automatik,Diesel,"8,8 l/100 km",230 g/km,10.0,Wildtrak 2.0 *NEUES MODELL*NAVI*CAM*LED*
volkswagen,Volkswagen Polo,grau,05/2008,2008,3999,59,80,Schaltgetriebe,Diesel,"4,4 l/100 km",119 g/km,154000.0,1.4 TDI Comfortline
bmw,BMW 530,braun,12/2016,2016,19999,190,258,Automatik,Diesel,"5,5 l/100 km",144 g/km,183000.0,530d Touring Aut. Luxury Line
volkswagen,Volkswagen ID. Buzz,weiß,06/2023,2023,59590,150,204,Automatik,Elektro,,394 km Reichweite,2001.0,ID. Buzz Cargo AHK APP NAVI EL.HECKKLAPPE
bmw,BMW 340,weiß,01/2022,2022,56900,250,340,Automatik,Diesel,"5,5 l/100 km",144 g/km,14700.0,M340d xDrive Touring LED~PANO~KAMERA~STANDHZG~
mercedes-benz,Mercedes-Benz V 250,grün,05/2018,2018,48500,140,190,Automatik,Diesel,"6,8 l/100 km",- (g/km),68000.0,MERCEDES-BENZ V 250 d lang
renault,Renault Scenic,gelb,12/2017,2017,16995,97,132,Schaltgetriebe,Benzin,,- (g/km),51731.0,Energy TCe 130 Intens PDC KAMERA NAVI
porsche,Porsche Cayenne,schwarz,04/2012,2012,27990,180,245,Automatik,Diesel,"7,2 l/100 km",190 g/km,156670.0,"Diesel *1.Hand*Automatik*Garantie*3,99%*"
ford,Ford Ranger,weiß,06/2023,2023,44390,151,205,Automatik,Diesel,"8,8 l/100 km",230 g/km,10.0,Wildtrak 2.0 *NEUES MODELL*NAVI*CAM*LED*
volkswagen,Volkswagen Passat,silber,12/2006,2006,2650,85,116,Schaltgetriebe,Benzin,"7,5 l/100 km",180 g/km,237000.0,PASSAT 1.6 FSI LIMO TRENDLINE KLIMAAUTOMATIK SHZ
skoda,Skoda Octavia,weiß,06/2015,2015,16999,162,220,Schaltgetriebe,Benzin,"6,2 l/100 km",147 g/km,82000.0,Combi RS 2.0 TSI BIXENON|RFKMRA|TEMPOMAT
volkswagen,Volkswagen Passat Variant,,06/2010,2010,5500,110,150,Schaltgetriebe,Autogas (CNG),"7,2 kg/100 km",124 g/km,214400.0,Passat 1.4 Comfortline EcoFuel_NAVI_SHZ_GRA*69
bmw,BMW 220,grau,10/2015,2015,15450,141,192,Schaltgetriebe,Benzin,"6,1 l/100 km",137 g/km,79356.0,Navi LED AHK Parkass SPORTLEN
mercedes-benz,Mercedes-Benz E 220,weiß,10/2015,2015,18000,125,170,Automatik,Diesel,"4,9 l/100 km",130 g/km,200000.0,BlueTEC E -Klasse T-Modell (BM 212)
peugeot,Peugeot 3008,schwarz,12/2019,2019,28990,130,177,Automatik,Diesel,"4,9 l/100 km",129 g/km,49500.0,Allure BlueHDi 180 EAT8
seat,SEAT Arona,grün,03/2022,2022,26720,81,110,Automatik,Benzin,6 l/100 km,"137,1 g/km",9800.0,1.0 TSI DSG XPERIENCE+LED+NAVI+VIRTUALCOCK+
kia,Kia Optima,blau,01/2019,2019,21780,120,163,Schaltgetriebe,Benzin,,- (g/km),45230.0,Sportswagon 2.0 CVVT Vision SHZ NAVI
hyundai,Hyundai iX20,silber,11/2017,2017,12400,66,90,Schaltgetriebe,Benzin,"5,6 l/100 km",130 g/km,47900.0,1.4 blue Style
opel,Opel Agila,blau,05/2006,2006,4499,44,60,Schaltgetriebe,Benzin,"5,8 l/100 km",139 g/km,45000.0,Edition KM 46.000 TÜV NEUE ZENTRALVERIGLUNG
honda,Honda CR-V,weiß,04/2019,2019,28990,107,145,Automatik,Hybrid,"5,3 l/100 km",120 g/km,45000.0,2.0 i-MMD HYBRID 2WD Elegance
volkswagen,Volkswagen T7 Multivan,weiß,05/2022,2022,57950,150,,Automatik,Benzin,"8,9 l/100 km",203 g/km,18175.0,"2,0 TSI DSG L2 Life ACC DAB LED NAVI RFK SHZ KEY"
opel,Opel Astra,rot,01/2020,2020,23890,90,122,Automatik,Diesel,,0 g/km,45387.0,"K ST Ultimate, Navi, Leder, Klima, DAB+"
ford,Ford Kuga,rot,07/2019,2019,21890,110,150,Automatik,Benzin,"8,8 l/100 km",201 g/km,38600.0,1.5 EcoBoost 2x4 Aut. Cool & Connect
audi,Audi A6,schwarz,09/2016,2016,37500,240,326,Automatik,Diesel,"6,4 l/100 km",- (g/km),193000.0,Avant 3.0 TDI competition quattro tiptronic
volvo,Volvo V60,schwarz,11/2018,2018,29900,140,190,Automatik,Diesel,"6,1 l/100 km",160 g/km,38400.0,D4 Geartronic Momentum / EURO 6d-TEMP
citroen,Citroen C5 X,silber,03/2023,2023,42850,133,,Automatik,Benzin,"5,5 l/100 km",126 g/km,7.0,PureTech 180 EAT8 Shine
porsche,Porsche Taycan,weiß,05/2020,2020,87450,420,571,Automatik,Elektro,,365 km Reichweite,34600.0,4S | Sonderleasing !!
opel,Opel Combo,grau,02/2023,2023,29850,96,131,Schaltgetriebe,Diesel,"4,2 l/100 km",111 g/km,100.0,Life 1.5 D Elegance (EURO 6d)
mazda,Mazda 6,grau,09/2013,2013,16580,121,165,Automatik,Benzin,,- (g/km),80627.0,Kombi SKYACTIV-G 165 Center-Line NAVI XENON
toyota,Toyota RAV 4,,09/2020,2020,34890,160,218,Automatik,Hybrid,"4,6 l/100 km",105 g/km,28100.0,RAV4 2.5 Hybrid AHK Leder Einparkhilfe vorne & hin
audi,Audi A5,grau,05/2018,2018,34790,185,252,Automatik,Benzin,"6,7 l/100 km",151 g/km,38790.0,Cabrio 2.0 TFSI quattro S tronic design
mercedes-benz,Mercedes-Benz C 200,silber,07/2019,2019,22980,118,160,Schaltgetriebe,Diesel,"5,2 l/100 km",137 g/km,90300.0,"d Lang AMG Line+ILS+AHK+19""Alu+Kam+Edition"
ford,Ford EcoSport,weiß,03/2017,2017,11499,92,125,Schaltgetriebe,Benzin,"5,4 l/100 km",125 g/km,82100.0,Titanium (CBW)
mercedes-benz,Mercedes-Benz GLB 250,silber,09/2022,2022,55990,165,224,Automatik,Benzin,7 l/100 km,159 g/km,7029.0,4MATIC AMG 360° Pano Multibeam Distr. AHK
volkswagen,Volkswagen Tiguan,schwarz,03/2017,2017,20000,110,,Schaltgetriebe,Diesel,"4,7 l/100 km",- (g/km),80000.0,2.0 TDI SCR (BlueMotion Technology) Highline
audi,Audi A6,grau,01/2014,2014,30849,230,313,Automatik,Diesel,"6,4 l/100 km",170 g/km,86000.0,Avant 3.0*S-LINE*|LUFTF.|MEMORY|STANDHZG|BOSE
audi,Audi A3,silber,04/2004,2004,1750,103,140,Schaltgetriebe,Diesel,"5,6 l/100 km",148 g/km,245900.0,2.0 TDI S line Sportpaket plus|BOSE|
mercedes-benz,Mercedes-Benz GLK 200,weiß,07/2014,2014,17998,105,143,Automatik,Diesel,"5,5 l/100 km",143 g/km,108000.0,CDI*AHK abnehmbar*HU*
skoda,Skoda Superb,schwarz,09/2017,2017,17950,140,190,Automatik,Diesel,"4,6 l/100 km",119 g/km,174150.0,Style Combi/INKL GAR/NAVI/KAMARA/STHG/1 HAND
nissan,Nissan Micra,silber,03/2022,2022,19290,68,92,Schaltgetriebe,Benzin,"4,7 l/100 km",108 g/km,9836.0,"Schaltung Klima, CarPlay, Navi, PDC"
opel,Opel Corsa,grau,12/2010,2010,2900,51,69,Schaltgetriebe,Benzin,,- (g/km),179013.0,H Caravan 1.6 Edition 111 Jahre Zahnr neu
citroen,Citroen C5 Aircross,weiß,09/2020,2020,22500,96,131,Schaltgetriebe,Benzin,"5,2 l/100 km",119 g/km,45171.0,Feel
hyundai,Hyundai IONIQ,schwarz,08/2022,2022,29519,77,105,Automatik,Hybrid,"1,1 l/100 km",26 g/km,3500.0,Advantage Plug-In Hybrid
fiat,Fiat Panda,schwarz,06/2023,2023,15990,52,71,Schaltgetriebe,Hybrid,"4,9 l/100 km",112 g/km,99.0,CROSS CITY PLUS HYBRID 1.0 GSE TECH CARPLAY KLIMAA
seat,SEAT Mii,weiß,06/2017,2017,8600,44,60,Schaltgetriebe,Benzin,"4,4 l/100 km",102 g/km,62540.0,"1.0 4türig, 62540km, 1.Hand"
ford,Ford,weiß,04/2023,2023,49950,125,170,Schaltgetriebe,Diesel,,-/-,10.0,Transit Kasten 350 L4 Trend Doka*NAVI*SYNC4*
volkswagen,Volkswagen Crafter,weiß,03/2017,2017,17300,103,140,Schaltgetriebe,Diesel,"7,8 l/100 km",205 g/km,199000.0,35 Kasten L2H2 HOCH*LANG*AHK*TEMPO*2xPDC
mercedes-benz,Mercedes-Benz CLK 230,silber,02/2002,2002,6000,145,197,Schaltgetriebe,Benzin,"9,6 l/100 km",- (g/km),177000.0,Cabrio Kompressor Avantgarde
bmw,BMW X2,grau,10/2019,2019,25906,140,190,Automatik,Diesel,"4,3 l/100 km",113 g/km,92472.0,sDrive20d HUD | Pano.Dach | AHK | LED | Navi
mercedes-benz,Mercedes-Benz E 63 AMG,schwarz,11/2019,2019,90888,450,612,Automatik,Benzin,"12,1 l/100 km",274 g/km,13424.0,E 63 S AMG 4MATIC+ Limousine LEDils*360°*Keyless
audi,Audi SQ5,rot,03/2017,2017,37490,250,340,Automatik,Diesel,"6,6 l/100 km",174 g/km,94580.0,3.0 TDI Q Tip ACC B&O DAB Memory Xenon+ Navi
volkswagen,Volkswagen T5 California,blau,04/2005,2005,28800,128,174,Schaltgetriebe,Diesel,8 l/100 km,224 g/km,146400.0,Transporter Campmobil CAMP
dacia,Dacia Dokker,blau,10/2015,2015,11890,61,83,Schaltgetriebe,Benzin,"7,5 l/100 km",178 g/km,27466.0,Express Ambiance 1.6*TÜV+SERVICE+GARANTIE
audi,Audi A6,blau,01/2014,2014,19500,213,290,Automatik,Diesel,"5,8 l/100 km",- (g/km),186000.0,A6 Avant 3.0 TDI DPF quattro S tronic
mercedes-benz,Mercedes-Benz E 220,silber,11/2018,2018,32950,143,194,Automatik,Diesel,"5,1 l/100 km",134 g/km,87000.0,d 4Matic T 9G-TRONIC Avantgarde
volkswagen,Volkswagen Tiguan,grau,11/2019,2019,26890,140,190,Automatik,Benzin,"7,1 l/100 km",162 g/km,36000.0,Comfortline 4Motion | ACC | SHZ | LED
kia,Kia Sportage,weiß,05/2018,2018,23479,130,177,Automatik,Benzin,"7,5 l/100 km",175 g/km,67555.0,1.6 T-GDI 4 WD GT-Line Panorama 1. Hand Navi Kamer
toyota,Toyota Yaris,orange,12/2022,2022,29500,85,116,Automatik,Hybrid,"4,3 l/100 km",98 g/km,10.0,Hybrid 1.5 VVT-i Style (XPA1)
opel,Opel Grandland X,schwarz,09/2019,2019,26450,96,131,Schaltgetriebe,Benzin,"6,8 l/100 km",153 g/km,57000.0,1.2 Kamera PDC Sitz+Lenkradheizung
bmw,BMW 220,schwarz,12/2015,2015,13900,140,190,Automatik,Diesel,"4,6 l/100 km",- (g/km),206000.0,220d Active Tourer xDrive Aut. Advantage
skoda,Skoda Superb,rot,11/2018,2018,26990,140,190,Automatik,Diesel,"5,3 l/100 km",138 g/km,69975.0,Premium Edition 4x4 AHK*DSG*Sthz*Massage*
volkswagen,Volkswagen T-Cross,silber,05/2021,2021,23231,70,95,Schaltgetriebe,Benzin,"4,8 l/100 km",110 g/km,10.0,LIFE SHZ RFK ActiveInfoDisplay NSW App-Connect ...
